,song,artist,date,explicit,uri,popularity,ironhacker,links,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
214,Changes,Mutemath,2016-09-23,False,spotify:track:6V1a8ME9mkf4xyDoU3iqJB,24,Edu,https://open.spotify.com/track/6V1a8ME9mkf4xyDoU3iqJB,0.559,0.551,6,-7.013,1,0.0936,0.0663,1.59e-06,0.115,0.272,80.039,audio_features,6V1a8ME9mkf4xyDoU3iqJB,https://api.spotify.com/v1/tracks/6V1a8ME9mkf4xyDoU3iqJB,https://api.spotify.com/v1/audio-analysis/6V1a8ME9mkf4xyDoU3iqJB,234800,4
215,Sometimes,NEFFEX,2020-09-09,False,spotify:track:00vP8YJxu5jDgIo7KTR2Gu,25,Edu,https://open.spotify.com/track/00vP8YJxu5jDgIo7KTR2Gu,0.814,0.571,4,-10.378,0,0.27,0.0822,0.0,0.749,0.533,86.909,audio_features,00vP8YJxu5jDgIo7KTR2Gu,https://api.spotify.com/v1/tracks/00vP8YJxu5jDgIo7KTR2Gu,https://api.spotify.com/v1/audio-analysis/00vP8YJxu5jDgIo7KTR2Gu,154825,4
216,So Strange,"['Polyphia', 'Cuco']",2018-10-12,False,spotify:track:6NatBOifiBW6JH0y5I15st,46,Edu,https://open.spotify.com/track/6NatBOifiBW6JH0y5I15st,0.553,0.885,0,-4.063,1,0.0385,0.000667,0.00072,0.209,0.484,96.025,audio_features,6NatBOifiBW6JH0y5I15st,https://api.spotify.com/v1/tracks/6NatBOifiBW6JH0y5I15st,https://api.spotify.com/v1/audio-analysis/6NatBOifiBW6JH0y5I15st,240006,4
217,All Time Low,Jon Bellion,2016-06-10,True,spotify:track:1CnPYaKxTVb4LWOtiGOm0m,69,Edu,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m,0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,audio_features,1CnPYaKxTVb4LWOtiGOm0m,https://api.spotify.com/v1/tracks/1CnPYaKxTVb4LWOtiGOm0m,https://api.spotify.com/v1/audio-analysis/1CnPYaKxTVb4LWOtiGOm0m,217603,4
218,Level of Concern,Twenty One Pilots,2020-04-09,False,spotify:track:6xZ4Q2k2ompmDppyeESIY8,67,Edu,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,audio_features,6xZ4Q2k2ompmDppyeESIY8,https://api.spotify.com/v1/tracks/6xZ4Q2k2ompmDppyeESIY8,https://api.spotify.com/v1/audio-analysis/6xZ4Q2k2ompmDppyeESIY8,220051,4
219,Nine in the Afternoon,Panic! At The Disco,2008-03-07,False,spotify:track:7M1BnwI6yEUXXNpr1AuF9B,29,Edu,https://open.spotify.com/track/7M1BnwI6yEUXXNpr1AuF9B,0.387,0.802,10,-3.329,1,0.0447,0.0171,0.0,0.215,0.395,154.987,audio_features,7M1BnwI6yEUXXNpr1AuF9B,https://api.spotify.com/v1/tracks/7M1BnwI6yEUXXNpr1AuF9B,https://api.spotify.com/v1/audio-analysis/7M1BnwI6yEUXXNpr1AuF9B,192947,4
220,This War Is Ours (The Guillotine II),Escape the Fate,2010-04-27,False,spotify:track:1z33QOn2Hcq9SfI5pES25L,57,Edu,https://open.spotify.com/track/1z33QOn2Hcq9SfI5pES25L,0.399,0.955,4,-5.593,0,0.163,0.00838,0.0,0.0759,0.152,95.498,audio_features,1z33QOn2Hcq9SfI5pES25L,https://api.spotify.com/v1/tracks/1z33QOn2Hcq9SfI5pES25L,https://api.spotify.com/v1/audio-analysis/1z33QOn2Hcq9SfI5pES25L,266733,4
221,Blinding Lights,The Weeknd,2020-03-20,False,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,89,Edu,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
222,Chatarra,"['Natos y Waor', 'El Jincho', 'Brawler', 'Nerso']",2021-07-30,True,spotify:track:2pqaZXlvOQLL51UwDHDi4o,53,Edu,https://open.spotify.com/track/2pqaZXlvOQLL51UwDHDi4o,0.834,0.706,9,-5.338,1,0.333,0.221,0.0,0.106,0.556,100.055,audio_features,2pqaZXlvOQLL51UwDHDi4o,https://api.spotify.com/v1/tracks/2pqaZXlvOQLL51UwDHDi4o,https://api.spotify.com/v1/audio-analysis/2pqaZXlvOQLL51UwDHDi4o,206817,4
223,Enemy (with JID) - from the series Arcane League of Legends,"['Imagine Dragons', 'JID', 'Arcane', 'League of Legends']",2021-10-28,False,spotify:track:1r9xUipOqoNwggBpENDsvJ,89,Edu,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,audio_features,1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/tracks/1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/audio-analysis/1r9xUipOqoNwggBpENDsvJ,173381,4
224,Knowhow,Fox Stevenson,2017-02-03,False,spotify:track:7n4LoESbZ21m9dMv7fhLmb,21,Edu,https://open.spotify.com/track/7n4LoESbZ21m9dMv7fhLmb,0.52,0.901,5,-3.083,0,0.121,0.00793,0.000901,0.0744,0.62,175.048,audio_features,7n4LoESbZ21m9dMv7fhLmb,https://api.spotify.com/v1/tracks/7n4LoESbZ21m9dMv7fhLmb,https://api.spotify.com/v1/audio-analysis/7n4LoESbZ21m9dMv7fhLmb,268832,4
225,Don't Care Crown,Fox Stevenson,2020-08-28,False,spotify:track:5HRlrrGBMajbttxdTJuIHt,44,Edu,https://open.spotify.com/track/5HRlrrGBMajbttxdTJuIHt,0.571,0.85,1,-1.717,1,0.095,0.0123,1.04e-06,0.063,0.548,174.056,audio_features,5HRlrrGBMajbttxdTJuIHt,https://api.spotify.com/v1/tracks/5HRlrrGBMajbttxdTJuIHt,https://api.spotify.com/v1/audio-analysis/5HRlrrGBMajbttxdTJuIHt,188966,4
226,Go Like - D&B Remix,Fox Stevenson,2019-04-26,False,spotify:track:1iDbUIQcRyUpl1K1WPZOVW,55,Edu,https://open.spotify.com/track/1iDbUIQcRyUpl1K1WPZOVW,0.631,0.873,8,-2.487,1,0.0958,0.00342,0.000183,0.463,0.543,86.063,audio_features,1iDbUIQcRyUpl1K1WPZOVW,https://api.spotify.com/v1/tracks/1iDbUIQcRyUpl1K1WPZOVW,https://api.spotify.com/v1/audio-analysis/1iDbUIQcRyUpl1K1WPZOVW,202326,4
227,Coffee (My House),This Was Planned*,2019-06-07,False,spotify:track:47TyjWVhtth4voYZplIGHU,8,Edu,https://open.spotify.com/track/47TyjWVhtth4voYZplIGHU,0.34,0.755,7,-8.53,1,0.0666,0.0138,0.0935,0.114,0.575,170.132,audio_features,47TyjWVhtth4voYZplIGHU,https://api.spotify.com/v1/tracks/47TyjWVhtth4voYZplIGHU,https://api.spotify.com/v1/audio-analysis/47TyjWVhtth4voYZplIGHU,331097,4
228,The Trooper - 2015 Remaster,Iron Maiden,1983,False,spotify:track:4OROzZUy6gOWN4UGQVaZMF,72,Edu,https://open.spotify.com/track/4OROzZUy6gOWN4UGQVaZMF,0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,audio_features,4OROzZUy6gOWN4UGQVaZMF,https://api.spotify.com/v1/tracks/4OROzZUy6gOWN4UGQVaZMF,https://api.spotify.com/v1/audio-analysis/4OROzZUy6gOWN4UGQVaZMF,252733,4
229,155,+44,2006-01-01,False,spotify:track:6fIwMZ55XLnmgvA5sLS2AF,41,Edu,https://open.spotify.com/track/6fIwMZ55XLnmgvA5sLS2AF,0.462,0.936,5,-3.604,0,0.0429,0.00173,3.69e-05,0.373,0.546,155.017,audio_features,6fIwMZ55XLnmgvA5sLS2AF,https://api.spotify.com/v1/tracks/6fIwMZ55XLnmgvA5sLS2AF,https://api.spotify.com/v1/audio-analysis/6fIwMZ55XLnmgvA5sLS2AF,209467,4
230,New Light,John Mayer,2018-05-10,False,spotify:track:3bH4HzoZZFq8UpZmI2AMgV,5,Edu,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,audio_features,3bH4HzoZZFq8UpZmI2AMgV,https://api.spotify.com/v1/tracks/3bH4HzoZZFq8UpZmI2AMgV,https://api.spotify.com/v1/audio-analysis/3bH4HzoZZFq8UpZmI2AMgV,216015,4
231,All of This Is Fleeting,Polaris,2020-02-21,False,spotify:track:6V5RvNdSqdEDshRKhsiCEH,51,Edu,https://open.spotify.com/track/6V5RvNdSqdEDshRKhsiCEH,0.486,0.953,8,-3.468,0,0.0878,0.000139,0.00243,0.14,0.592,138.032,audio_features,6V5RvNdSqdEDshRKhsiCEH,https://api.spotify.com/v1/tracks/6V5RvNdSqdEDshRKhsiCEH,https://api.spotify.com/v1/audio-analysis/6V5RvNdSqdEDshRKhsiCEH,236380,4
232,Me Maten - Live at NPR's Tiny Desk,"['C. Tangana', 'Antonio Carmona']",2021-04-20,False,spotify:track:5py3FJrHEuR67BjR7wm8uj,61,Edu,https://open.spotify.com/track/5py3FJrHEuR67BjR7wm8uj,0.614,0.583,7,-10.012,1,0.523,0.526,0.0,0.718,0.794,79.04,audio_features,5py3FJrHEuR67BjR7wm8uj,https://api.spotify.com/v1/tracks/5py3FJrHEuR67BjR7wm8uj,https://api.spotify.com/v1/audio-analysis/5py3FJrHEuR67BjR7wm8uj,242497,4
233,Piratas,Natos y Waor,2018-02-13,True,spotify:track:3qip0w84KOrKFeXV8THbSi,53,Edu,https://open.spotify.com/track/3qip0w84KOrKFeXV8THbSi,0.671,0.718,10,-5.385,0,0.0541,0.359,2.21e-05,0.159,0.145,77.971,audio_features,3qip0w84KOrKFeXV8THbSi,https://api.spotify.com/v1/tracks/3qip0w84KOrKFeXV8THbSi,https://api.spotify.com/v1/audio-analysis/3qip0w84KOrKFeXV8THbSi,246154,4
234,Renegades,X Ambassadors,2015-06-30,False,spotify:track:0fYVliAYKHuPmECRs1pbRf,74,Edu,https://open.spotify.com/track/0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,audio_features,0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/audio-analysis/0fYVliAYKHuPmECRs1pbRf,195200,4
235,Himalaya,Indira Paganotto,2021-11-26,False,spotify:track:7vFdnywjtZrVLXplNl4Id6,34,Rodri,https://open.spotify.com/track/7vFdnywjtZrVLXplNl4Id6,0.676,0.828,7,-11.348,1,0.051,0.0115,0.834,0.0799,0.208,149.987,audio_features,7vFdnywjtZrVLXplNl4Id6,https://api.spotify.com/v1/tracks/7vFdnywjtZrVLXplNl4Id6,https://api.spotify.com/v1/audio-analysis/7vFdnywjtZrVLXplNl4Id6,378768,4
