,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift
374,SC,M,916.0,416.0,435.0,444.0,468.0,14496.0,10.9
375,NC,M,770.0,312.0,360.0,357.0,402.0,14056.0,18.0
376,CA,F,770.0,501.0,532.0,588.0,649.0,14056.0,13.33333333
377,IA,M,637.0,379.0,425.0,355.0,407.0,12275.0,8.615384615
378,TN,F,273.0,138.0,150.0,152.0,163.0,7089.0,7.604651163
379,CA,F,1709.0,368.0,422.0,408.0,402.0,14118.0,10.0
380,CA,M,770.0,477.0,478.0,490.0,499.0,14345.0,3.214285714
381,OR,M,691.0,263.0,308.0,327.0,360.0,12166.0,9.866666667
382,NV,F,770.0,409.0,456.0,500.0,557.0,23023.0,11.6
383,OR,M,858.0,502.0,505.0,555.0,574.0,20867.0,15.0
384,FL,M,351.0,205.0,225.0,238.0,254.0,8456.0,13.0
385,GA,F,1672.0,312.0,360.0,357.0,402.0,14056.0,23.0
386,CA,F,1069.0,267.0,320.0,318.0,369.0,11849.0,8.222222222
387,TN,M,470.0,245.0,273.0,314.0,348.0,12519.0,6.555555556
388,CA,F,1248.0,289.0,348.0,346.0,379.0,17282.0,7.5
389,WI,M,492.0,316.0,349.0,304.0,339.0,12451.0,10.14285714
390,WA,M,770.0,368.0,438.0,500.0,528.0,25386.0,6.166666667
391,MN,F,994.0,437.0,488.0,491.0,540.0,18133.0,10.0
392,CA,F,1654.0,159.0,203.0,266.0,313.0,8018.0,10.0
393,MN,F,653.0,327.0,364.0,350.0,395.0,13079.0,17.0
394,MO,M,402.0,162.0,192.0,210.0,241.0,14056.0,9.214285714
395,CA,F,1914.0,351.0,399.0,392.0,437.0,18951.0,9.090909091
396,MS,F,426.0,139.0,130.0,169.0,156.0,4437.0,15.83333333
397,GA,M,670.0,268.0,321.0,336.0,383.0,13147.0,7.375
398,FL,F,400.0,216.0,242.0,247.0,279.0,14056.0,5.6
399,CA,F,770.0,574.0,567.0,583.0,562.0,12225.0,8.428571429
400,TN,F,535.0,269.0,360.0,328.0,375.0,14661.0,7.6
401,NC,M,444.0,312.0,259.0,259.0,291.0,10074.0,9.95
402,MN,F,476.0,202.0,274.0,236.0,304.0,10581.0,10.0
403,CO,F,593.0,256.0,298.0,336.0,399.0,14056.0,13.0
404,CA,M,770.0,580.0,602.0,587.0,605.0,18247.0,3.25
405,CA,F,770.0,524.0,577.0,599.0,645.0,23861.0,11.08333333
406,CA,F,1775.0,445.0,443.0,490.0,469.0,15256.0,10.0
407,IL,M,770.0,312.0,360.0,357.0,402.0,14056.0,10.0
408,FL,M,913.0,256.0,289.0,309.0,338.0,14424.0,13.0
409,AR,M,500.0,245.0,308.0,304.0,314.0,12271.0,15.0
410,MI,F,687.0,111.0,90.0,171.0,172.0,6615.0,5.222222222
411,KS,M,284.0,231.0,258.0,269.0,299.0,9838.0,4.4375
412,CO,F,678.0,155.0,242.0,196.0,306.0,8675.0,8.105263158
413,CA,M,1685.0,430.0,479.0,449.0,540.0,15765.0,7.611111111
414,WA,F,1461.0,313.0,342.0,411.0,464.0,20659.0,5.0
415,WA,M,538.0,227.0,252.0,278.0,308.0,10590.0,5.0
416,WI,F,400.0,232.0,279.0,264.0,315.0,10504.0,9.533333333
417,SC,M,824.0,348.0,371.0,365.0,400.0,14663.0,12.5
418,OK,F,855.0,345.0,384.0,508.0,560.0,17869.0,8.729166667
419,FL,M,578.0,246.0,323.0,275.0,323.0,14121.0,10.64285714
420,MO,F,839.0,456.0,465.0,475.0,485.0,14056.0,9.625
421,MO,F,662.0,424.0,436.0,444.0,456.0,13377.0,10.0
422,KY,F,575.0,228.0,299.0,261.0,327.0,12600.0,10.5
423,MN,F,281.0,176.0,207.0,208.0,235.0,7683.0,5.909090909
424,CA,M,770.0,555.0,616.0,546.0,620.0,17655.0,12.2
425,GA,M,601.0,312.0,274.0,286.0,306.0,11235.0,15.0
426,FL,M,828.0,401.0,396.0,451.0,451.0,13716.0,12.5
427,CO,F,770.0,312.0,360.0,357.0,402.0,14056.0,15.0
428,NC,F,951.0,307.0,427.0,370.0,487.0,17187.0,15.0
429,NC,F,722.0,327.0,325.0,374.0,371.0,13168.0,20.85714286
430,CA,M,1811.0,350.0,405.0,440.0,466.0,18591.0,13.75
431,MN,F,534.0,284.0,321.0,308.0,351.0,11303.0,5.290322581
432,IN,F,866.0,443.0,453.0,454.0,472.0,14056.0,12.83333333
433,IL,M,471.0,299.0,334.0,303.0,347.0,14658.0,5.647058824
434,NM,F,987.0,405.0,544.0,490.0,599.0,20940.0,10.0
435,TX,M,1102.0,613.0,639.0,357.0,676.0,20557.0,10.0
436,WI,M,658.0,305.0,318.0,353.0,376.0,13284.0,6.318181818
437,FL,F,512.0,175.0,198.0,208.0,236.0,12221.0,11.125
438,MI,M,886.0,367.0,458.0,433.0,497.0,17984.0,11.28571429
439,OK,M,1429.0,312.0,360.0,357.0,402.0,14056.0,5.1875
440,IN,M,386.0,258.0,301.0,357.0,358.0,12513.0,5.428571429
441,OR,F,740.0,211.0,259.0,257.0,312.0,12165.0,10.0
442,WI,F,543.0,306.0,314.0,321.0,337.0,11140.0,10.91666667
443,WA,F,876.0,337.0,353.0,403.0,439.0,14056.0,7.875
444,WI,F,900.0,488.0,524.0,537.0,563.0,18369.0,7.692307692
445,FL,F,1171.0,272.0,323.0,329.0,383.0,14539.0,9.888888889
446,CA,M,1429.0,492.0,497.0,507.0,508.0,14106.0,4.75
447,GA,F,858.0,388.0,418.0,429.0,494.0,19457.0,7.785714286
448,LA,F,582.0,301.0,325.0,321.0,354.0,11139.0,4.0
449,FL,F,902.0,410.0,413.0,460.0,461.0,15332.0,10.0
450,AR,F,356.0,229.0,236.0,219.0,225.0,8075.0,12.33333333
451,IL,F,582.0,288.0,288.0,286.0,279.0,8165.0,20.0
452,CA,M,770.0,340.0,411.0,475.0,522.0,23188.0,13.25
453,IL,F,1107.0,428.0,476.0,432.0,497.0,15788.0,7.764705882
454,AL,M,746.0,366.0,409.0,399.0,433.0,13901.0,10.0
455,CA,M,967.0,300.0,348.0,342.0,412.0,13399.0,18.66666667
456,NC,M,1250.0,312.0,411.0,429.0,540.0,25660.0,10.0
457,KY,F,139.0,63.0,106.0,92.0,137.0,5159.0,3.3125
458,CA,M,1861.0,402.0,499.0,461.0,527.0,22794.0,14.0
459,FL,F,1146.0,384.0,435.0,447.0,504.0,14056.0,7.5
460,OK,F,415.0,212.0,262.0,281.0,325.0,14056.0,9.333333333
461,NC,F,854.0,382.0,407.0,406.0,419.0,14002.0,22.5
462,MI,M,496.0,301.0,317.0,351.0,372.0,11714.0,8.833333333
463,FL,F,726.0,302.0,334.0,326.0,363.0,12484.0,10.66666667
464,FL,M,1028.0,394.0,493.0,483.0,584.0,25787.0,20.0
465,IL,M,1464.0,256.0,413.0,294.0,457.0,22015.0,9.857142857
466,LA,F,719.0,313.0,337.0,373.0,391.0,12333.0,6.428571429
467,WA,F,684.0,280.0,311.0,326.0,355.0,11763.0,12.2
468,IL,F,376.0,268.0,339.0,304.0,344.0,11979.0,6.217391304
469,TX,F,927.0,386.0,417.0,448.0,484.0,16777.0,9.733333333
470,CA,F,1185.0,354.0,373.0,369.0,383.0,11061.0,21.66666667
471,KY,F,453.0,215.0,260.0,266.0,302.0,9722.0,8.307692308
472,IL,F,747.0,458.0,489.0,475.0,503.0,14965.0,10.0
473,IL,M,439.0,362.0,388.0,357.0,404.0,13570.0,10.6
474,GA,F,935.0,419.0,439.0,510.0,541.0,16922.0,11.21428571
475,FL,M,616.0,212.0,234.0,248.0,282.0,11912.0,5.133333333
476,CO,F,947.0,300.0,360.0,342.0,469.0,17986.0,10.0
477,AZ,F,572.0,204.0,242.0,238.0,253.0,10858.0,6.0
478,IL,M,675.0,278.0,298.0,341.0,409.0,22221.0,11.22222222
479,KY,M,269.0,224.0,256.0,250.0,284.0,8172.0,7.75
480,GA,M,471.0,282.0,307.0,273.0,298.0,9015.0,10.33333333
481,AL,M,604.0,314.0,337.0,304.0,327.0,16211.0,15.0
482,IL,F,1219.0,417.0,472.0,494.0,540.0,21371.0,3.722222222
483,MS,M,382.0,142.0,181.0,205.0,240.0,9374.0,9.166666667
484,KS,F,1699.0,462.0,657.0,581.0,402.0,14056.0,10.0
485,AZ,F,1165.0,489.0,514.0,519.0,539.0,19234.0,11.5
486,MO,F,803.0,413.0,429.0,447.0,473.0,15002.0,4.069767442
487,MI,F,394.0,229.0,293.0,264.0,308.0,9859.0,3.7
488,SC,F,490.0,328.0,341.0,336.0,402.0,14056.0,19.6
489,CA,F,949.0,264.0,371.0,321.0,411.0,14056.0,12.5
490,MN,M,849.0,344.0,368.0,398.0,428.0,12940.0,10.0
491,CA,F,1372.0,385.0,419.0,421.0,449.0,13902.0,15.0
492,TX,F,358.0,307.0,325.0,342.0,379.0,12507.0,6.933333333
493,IN,F,325.0,144.0,231.0,178.0,190.0,4578.0,15.0
494,FL,F,355.0,208.0,224.0,229.0,244.0,9881.0,20.0
495,CA,F,713.0,176.0,259.0,267.0,321.0,11467.0,10.0
496,NC,F,1208.0,439.0,494.0,516.0,587.0,19955.0,14.0
497,LA,M,550.0,294.0,313.0,303.0,319.0,9540.0,7.291666667
498,OK,M,450.0,378.0,391.0,357.0,432.0,15711.0,11.68181818
499,AZ,M,1460.0,629.0,633.0,659.0,663.0,21821.0,4.0
500,MI,M,478.0,316.0,337.0,352.0,374.0,11298.0,7.3125
501,AZ,F,1165.0,489.0,514.0,519.0,539.0,19234.0,12.14285714
502,WA,F,694.0,319.0,321.0,342.0,362.0,11517.0,7.666666667
503,IN,F,744.0,396.0,457.0,432.0,492.0,15863.0,8.0
504,CA,F,875.0,280.0,330.0,326.0,402.0,14056.0,11.75
505,IA,F,354.0,222.0,248.0,253.0,269.0,9579.0,7.8
506,FL,F,1675.0,336.0,505.0,441.0,568.0,25558.0,20.0
507,LA,F,421.0,194.0,233.0,202.0,247.0,7421.0,10.0
508,TX,F,782.0,524.0,469.0,565.0,545.0,14635.0,10.0
509,NM,F,574.0,212.0,268.0,256.0,300.0,10315.0,20.0
510,GA,F,1067.0,481.0,529.0,534.0,580.0,17607.0,11.25
511,AL,F,1175.0,586.0,619.0,626.0,662.0,14056.0,4.5
512,CA,M,916.0,242.0,321.0,293.0,369.0,10719.0,22.0
513,FL,F,566.0,218.0,242.0,249.0,272.0,11438.0,5.6
514,NC,M,525.0,333.0,346.0,364.0,399.0,12885.0,6.923076923
515,CA,M,1582.0,299.0,335.0,330.0,359.0,14056.0,14.25
516,FL,M,1006.0,282.0,398.0,383.0,452.0,19466.0,4.066666667
517,TN,M,345.0,159.0,197.0,233.0,277.0,9775.0,20.0
518,OR,M,431.0,213.0,260.0,242.0,266.0,10611.0,9.0
519,CA,F,770.0,381.0,445.0,472.0,531.0,17557.0,12.5
520,TX,F,385.0,185.0,231.0,288.0,348.0,11857.0,8.666666667
521,NC,F,1136.0,505.0,512.0,553.0,579.0,19283.0,13.4
522,IL,F,623.0,255.0,294.0,283.0,285.0,11108.0,4.416666667
523,MI,M,673.0,354.0,394.0,406.0,438.0,14995.0,5.739130435
524,KY,F,582.0,254.0,359.0,297.0,364.0,12981.0,6.357142857
525,CA,F,1468.0,365.0,363.0,361.0,371.0,13469.0,10.66666667
526,TX,M,764.0,320.0,363.0,377.0,406.0,14056.0,20.0
527,CA,F,1274.0,405.0,462.0,404.0,439.0,14056.0,4.454545455
528,CA,M,1749.0,234.0,281.0,291.0,327.0,14571.0,10.0
529,IL,M,1509.0,545.0,617.0,599.0,680.0,23170.0,11.125
530,NC,M,816.0,357.0,384.0,413.0,458.0,17434.0,11.6
531,CA,F,905.0,223.0,241.0,244.0,263.0,8614.0,6.111111111
532,MN,F,1027.0,444.0,451.0,475.0,475.0,14926.0,8.5
533,TN,F,871.0,464.0,501.0,503.0,539.0,18279.0,9.0
534,CA,F,770.0,207.0,172.0,282.0,278.0,15398.0,3.705882353
535,IN,M,428.0,240.0,319.0,268.0,324.0,14056.0,8.0
536,CA,M,1088.0,278.0,308.0,335.0,380.0,15011.0,7.285714286
537,NM,F,1304.0,205.0,222.0,288.0,330.0,19336.0,17.09090909
538,CA,M,1859.0,312.0,407.0,465.0,461.0,12512.0,4.272727273
539,MN,M,595.0,339.0,363.0,363.0,386.0,11471.0,5.954545455
540,TX,F,396.0,195.0,249.0,246.0,287.0,9318.0,10.0
541,AZ,F,594.0,155.0,186.0,206.0,228.0,7939.0,7.8
542,OR,M,538.0,121.0,173.0,169.0,222.0,9299.0,9.307692308
543,AR,F,332.0,170.0,222.0,233.0,269.0,8725.0,10.0
544,CA,F,1875.0,312.0,138.0,96.0,138.0,9127.0,8.333333333
545,AR,F,1094.0,463.0,486.0,517.0,543.0,14056.0,12.0
546,TX,M,386.0,213.0,287.0,275.0,327.0,14056.0,17.4
547,TX,M,1565.0,312.0,360.0,357.0,402.0,14056.0,12.4
548,MI,M,246.0,161.0,174.0,205.0,226.0,7228.0,5.1
549,CA,F,1185.0,338.0,368.0,402.0,445.0,14193.0,6.666666667
550,CA,F,770.0,540.0,672.0,588.0,687.0,14056.0,10.0
551,NC,F,824.0,285.0,305.0,333.0,356.0,13339.0,20.0
552,WI,M,535.0,192.0,303.0,263.0,374.0,11878.0,6.285714286
553,IL,M,1008.0,450.0,496.0,463.0,540.0,14056.0,12.30769231
554,TN,F,848.0,466.0,488.0,509.0,527.0,21110.0,10.0
555,CA,M,1158.0,369.0,398.0,373.0,386.0,11592.0,5.75
556,TX,M,1139.0,303.0,566.0,455.0,633.0,14056.0,17.5
557,TX,M,468.0,254.0,295.0,306.0,337.0,11472.0,8.0
558,CA,F,675.0,172.0,379.0,242.0,405.0,17897.0,12.5
559,WI,F,533.0,324.0,336.0,337.0,348.0,12238.0,9.689655172
560,CA,M,1486.0,361.0,406.0,489.0,528.0,17774.0,12.75
561,IL,M,1250.0,537.0,576.0,572.0,598.0,17954.0,7.619047619
562,NC,M,1991.0,478.0,538.0,615.0,692.0,14056.0,8.636363636
563,OR,F,404.0,199.0,258.0,250.0,293.0,10342.0,10.0
564,AL,F,413.0,72.0,306.0,132.0,246.0,7241.0,5.115384615
565,CA,M,2094.0,600.0,606.0,639.0,654.0,22914.0,11.46153846
566,IN,F,818.0,302.0,397.0,345.0,444.0,15112.0,5.642857143
567,NC,F,671.0,261.0,325.0,307.0,346.0,13238.0,10.6
568,NC,M,621.0,300.0,342.0,299.0,351.0,14056.0,6.705882353
569,AR,F,377.0,173.0,212.0,225.0,261.0,14056.0,5.0
570,CA,M,1993.0,442.0,472.0,484.0,520.0,16427.0,4.5
571,WA,F,1493.0,248.0,240.0,317.0,293.0,16982.0,14.0
572,CA,M,770.0,614.0,674.0,656.0,721.0,14056.0,10.0
573,IL,F,1028.0,208.0,234.0,220.0,263.0,10716.0,21.09090909
574,MI,M,973.0,506.0,521.0,549.0,571.0,17806.0,7.2
575,GA,F,505.0,185.0,236.0,227.0,276.0,9368.0,12.5
576,MI,M,524.0,259.0,296.0,276.0,353.0,12714.0,8.666666667
577,CA,F,1851.0,312.0,531.0,530.0,563.0,17217.0,20.0
578,WI,M,923.0,373.0,481.0,402.0,497.0,16271.0,6.818181818
579,IL,F,1401.0,420.0,474.0,466.0,508.0,17973.0,19.4
580,TX,F,740.0,388.0,422.0,487.0,569.0,22630.0,8.714285714
581,TX,M,770.0,641.0,360.0,357.0,402.0,14056.0,10.0
582,WA,F,1654.0,305.0,343.0,377.0,457.0,18438.0,20.0
583,KS,M,500.0,272.0,438.0,381.0,451.0,14056.0,12.05555556
584,OR,M,642.0,323.0,355.0,356.0,384.0,14420.0,13.11111111
585,TX,M,430.0,312.0,256.0,264.0,311.0,11608.0,8.666666667
586,FL,M,692.0,203.0,266.0,249.0,304.0,14602.0,7.6
587,OK,F,1062.0,486.0,550.0,555.0,584.0,17908.0,10.0
588,IL,M,1375.0,353.0,383.0,362.0,402.0,16388.0,9.5625
589,TX,F,770.0,346.0,360.0,559.0,402.0,14056.0,7.5
590,MI,M,1472.0,532.0,580.0,583.0,634.0,20135.0,10.0
591,FL,F,637.0,339.0,394.0,380.0,411.0,13370.0,4.5
592,NV,M,1557.0,290.0,311.0,342.0,361.0,13837.0,10.0
593,TX,F,1072.0,529.0,647.0,579.0,663.0,14056.0,7.833333333
594,IL,M,326.0,184.0,256.0,242.0,292.0,11372.0,11.4
595,CA,M,1277.0,220.0,245.0,274.0,285.0,9182.0,10.0
596,SC,M,685.0,435.0,465.0,425.0,441.0,14056.0,14.88888889
597,TX,M,458.0,199.0,238.0,250.0,268.0,7438.0,7.778333333
598,FL,F,695.0,283.0,305.0,337.0,377.0,13044.0,5.9375
599,FL,F,883.0,374.0,421.0,417.0,466.0,19246.0,7.083333333
600,OR,M,672.0,312.0,383.0,422.0,455.0,15505.0,7.894736842
601,NC,M,740.0,279.0,295.0,358.0,398.0,12653.0,10.0
602,TX,M,1074.0,481.0,504.0,560.0,590.0,14056.0,7.0
603,GA,M,685.0,409.0,422.0,436.0,463.0,12546.0,9.4
604,CA,F,1403.0,419.0,430.0,480.0,505.0,20395.0,9.4
605,TX,M,838.0,337.0,366.0,441.0,496.0,18277.0,8.888888889
606,MI,F,460.0,237.0,279.0,281.0,315.0,10728.0,13.85714286
607,CA,F,1578.0,306.0,304.0,342.0,337.0,7046.0,9.118235294
608,TX,F,944.0,438.0,509.0,492.0,532.0,17306.0,14.5
609,SC,M,770.0,312.0,360.0,357.0,402.0,14056.0,6.25
610,NC,F,498.0,243.0,284.0,285.0,326.0,11462.0,7.833333333
611,MI,M,395.0,189.0,242.0,215.0,252.0,8510.0,6.857142857
612,FL,F,651.0,271.0,287.0,303.0,325.0,11919.0,10.9
613,MS,M,366.0,132.0,182.0,196.0,229.0,6873.0,12.75
614,CA,F,770.0,353.0,397.0,419.0,467.0,14056.0,5.484848485
615,AL,M,387.0,203.0,252.0,244.0,281.0,9654.0,6.333333333
616,GA,F,550.0,144.0,211.0,206.0,253.0,10249.0,14.0
617,CO,F,660.0,183.0,188.0,235.0,251.0,11152.0,4.090909091
618,NC,M,738.0,313.0,350.0,372.0,402.0,14070.0,10.0
619,GA,F,718.0,206.0,256.0,254.0,295.0,14056.0,5.8125
620,TX,M,469.0,223.0,250.0,241.0,270.0,8518.0,21.63636364
621,NE,F,318.0,216.0,250.0,240.0,265.0,8799.0,21.85
622,NV,F,1181.0,451.0,466.0,494.0,521.0,17987.0,17.83333333
623,IA,M,386.0,232.0,276.0,274.0,313.0,9987.0,5.0
624,KY,F,685.0,288.0,405.0,320.0,379.0,14056.0,6.0
625,MO,M,464.0,256.0,310.0,283.0,322.0,10907.0,19.28571429
626,GA,F,1245.0,618.0,634.0,687.0,705.0,21467.0,7.285714286
627,OK,F,553.0,176.0,220.0,235.0,275.0,10891.0,7.53125
628,CA,F,1869.0,358.0,358.0,357.0,359.0,15739.0,20.0
629,WI,M,360.0,198.0,217.0,248.0,269.0,8452.0,3.555555556
630,WI,F,432.0,203.0,300.0,226.0,323.0,9769.0,8.125
631,NC,M,807.0,329.0,374.0,390.0,422.0,16724.0,7.375
632,TX,F,786.0,421.0,460.0,393.0,453.0,12335.0,12.33333333
633,NV,M,1270.0,447.0,419.0,476.0,472.0,15652.0,8.833333333
634,AL,M,472.0,312.0,218.0,257.0,302.0,8760.0,9.777777778
635,IN,F,472.0,305.0,308.0,306.0,322.0,11371.0,6.578947368
636,SC,M,824.0,348.0,371.0,365.0,400.0,14663.0,9.166666667
637,SC,F,770.0,331.0,319.0,419.0,401.0,24742.0,11.625
638,AZ,M,906.0,396.0,417.0,443.0,485.0,20138.0,9.666666667
639,NC,F,481.0,162.0,204.0,212.0,247.0,10228.0,10.36363636
640,NM,F,560.0,259.0,333.0,295.0,345.0,11660.0,14.2
641,NC,M,475.0,136.0,186.0,201.0,245.0,8676.0,4.909090909
642,WI,F,567.0,149.0,158.0,210.0,223.0,7817.0,5.0
643,CA,F,574.0,223.0,243.0,241.0,263.0,8735.0,23.11111111
644,KS,M,430.0,236.0,333.0,314.0,388.0,13227.0,9.0
645,FL,M,711.0,266.0,351.0,305.0,363.0,13120.0,10.66666667
646,FL,M,576.0,326.0,326.0,353.0,339.0,11310.0,8.333333333
647,MI,F,786.0,381.0,443.0,422.0,479.0,16368.0,17.5
648,FL,M,710.0,387.0,446.0,442.0,494.0,15917.0,14.77777778
649,AZ,F,433.0,194.0,183.0,196.0,183.0,14056.0,7.5
650,OR,F,1027.0,447.0,584.0,520.0,633.0,25039.0,10.0
651,MI,M,475.0,239.0,295.0,291.0,319.0,10528.0,7.5625
652,FL,M,568.0,221.0,256.0,273.0,328.0,14886.0,10.52631579
653,CA,M,1035.0,328.0,339.0,298.0,313.0,14056.0,4.15
654,IL,F,1671.0,312.0,664.0,700.0,711.0,23530.0,9.2
655,KS,F,605.0,306.0,335.0,343.0,362.0,14037.0,6.285714286
656,TX,F,262.0,163.0,206.0,226.0,260.0,7587.0,10.0625
657,GA,M,593.0,301.0,341.0,316.0,361.0,11838.0,9.643571429
658,TX,M,491.0,356.0,384.0,357.0,387.0,12961.0,16.125
659,MI,F,301.0,205.0,208.0,246.0,256.0,8803.0,13.25
660,IL,F,560.0,296.0,384.0,340.0,388.0,14237.0,10.0
661,NV,F,617.0,168.0,202.0,239.0,259.0,9154.0,12.91666667
662,TX,M,481.0,195.0,248.0,265.0,307.0,11476.0,7.823529412
663,MI,M,602.0,336.0,366.0,363.0,391.0,12418.0,8.0
664,IL,F,469.0,312.0,241.0,257.0,304.0,14056.0,10.875
665,MO,M,1191.0,440.0,536.0,515.0,575.0,20176.0,10.0
666,TX,F,547.0,309.0,337.0,340.0,377.0,11973.0,16.4
667,GA,F,659.0,250.0,338.0,357.0,432.0,14914.0,10.0
668,IN,M,347.0,213.0,221.0,357.0,275.0,7915.0,5.5
669,GA,M,871.0,408.0,426.0,452.0,476.0,16480.0,11.33333333
670,IN,M,682.0,367.0,432.0,395.0,448.0,14194.0,5.403846154
671,WA,F,987.0,393.0,408.0,420.0,427.0,13350.0,22.0
672,OK,M,389.0,177.0,218.0,211.0,248.0,7982.0,4.8
673,MI,M,448.0,291.0,309.0,330.0,359.0,14056.0,10.5
674,FL,F,786.0,352.0,371.0,384.0,423.0,16104.0,3.444444444
675,OR,M,542.0,199.0,219.0,239.0,262.0,9349.0,7.444444444
676,IL,F,300.0,87.0,163.0,134.0,185.0,7586.0,4.838709677
677,NE,M,475.0,318.0,360.0,324.0,366.0,13159.0,10.0
678,WI,F,902.0,477.0,507.0,500.0,517.0,15876.0,15.0
679,MI,M,684.0,461.0,523.0,503.0,543.0,17874.0,5.75
680,WA,F,705.0,337.0,416.0,449.0,569.0,20987.0,10.0
681,AZ,F,815.0,264.0,439.0,322.0,472.0,18423.0,10.0
682,MN,F,780.0,477.0,485.0,488.0,507.0,16525.0,3.113636364
683,TX,F,496.0,234.0,218.0,260.0,259.0,9429.0,7.619047619
684,GA,F,510.0,276.0,338.0,305.0,347.0,10325.0,17.42857143
685,MO,F,787.0,208.0,271.0,264.0,356.0,11107.0,13.33333333
686,OK,F,454.0,312.0,311.0,302.0,306.0,9808.0,9.0
687,AZ,M,762.0,375.0,396.0,418.0,437.0,14900.0,22.5
688,CA,F,813.0,297.0,360.0,348.0,424.0,22764.0,22.8125
689,WA,F,1375.0,285.0,510.0,330.0,443.0,18247.0,10.0
690,AR,M,704.0,222.0,374.0,295.0,461.0,18592.0,9.0
691,KY,F,483.0,169.0,237.0,216.0,269.0,9809.0,9.545454546
692,LA,M,1903.0,213.0,265.0,274.0,379.0,20833.0,10.0
693,MI,F,497.0,350.0,364.0,357.0,384.0,11696.0,3.08
694,NV,F,770.0,312.0,360.0,357.0,402.0,14056.0,13.2
695,IA,F,374.0,234.0,305.0,225.0,283.0,10539.0,5.538461539
696,CO,F,508.0,240.0,303.0,377.0,427.0,14984.0,5.571428571
697,CA,M,676.0,156.0,172.0,201.0,203.0,14056.0,12.13333333
698,MI,M,805.0,382.0,506.0,421.0,507.0,17020.0,21.16666667
699,IL,M,732.0,409.0,416.0,450.0,463.0,13763.0,11.66666667
700,MN,F,737.0,302.0,383.0,357.0,445.0,14822.0,5.071428571
701,MS,M,600.0,254.0,255.0,292.0,294.0,9800.0,10.0
702,IA,M,686.0,312.0,449.0,408.0,492.0,19695.0,12.75
703,MI,M,500.0,155.0,385.0,263.0,423.0,13674.0,7.0
704,FL,F,877.0,312.0,380.0,392.0,432.0,14056.0,8.578947368
705,NC,F,674.0,294.0,381.0,347.0,405.0,13120.0,6.266666667
706,MS,F,338.0,158.0,195.0,197.0,227.0,14056.0,7.818181818
707,OR,F,835.0,186.0,244.0,240.0,274.0,10045.0,11.875
708,OR,F,925.0,129.0,363.0,215.0,441.0,18634.0,15.46428571
709,MI,F,483.0,341.0,393.0,382.0,430.0,14629.0,10.0
710,IL,F,1290.0,515.0,559.0,575.0,624.0,17626.0,10.0
711,WA,F,938.0,297.0,319.0,344.0,379.0,15721.0,10.0
712,CA,M,770.0,618.0,609.0,586.0,558.0,21986.0,12.4
713,TX,F,546.0,201.0,244.0,270.0,319.0,10633.0,10.0
714,GA,M,894.0,423.0,481.0,452.0,509.0,19549.0,11.5
715,NC,F,969.0,515.0,562.0,544.0,596.0,22008.0,10.0
716,OK,M,493.0,244.0,305.0,273.0,337.0,12105.0,15.0
717,TN,F,386.0,177.0,231.0,220.0,251.0,8524.0,15.0
718,CA,F,1034.0,176.0,249.0,222.0,295.0,10176.0,9.0
719,MO,M,834.0,383.0,409.0,382.0,413.0,12532.0,8.214285714
720,TX,M,588.0,237.0,272.0,292.0,329.0,14056.0,7.4
721,NC,M,429.0,232.0,259.0,253.0,286.0,9832.0,3.6875
722,OK,M,737.0,397.0,420.0,420.0,456.0,14451.0,15.0
723,WI,M,565.0,332.0,406.0,370.0,383.0,15523.0,10.55555556
724,SC,M,1083.0,450.0,502.0,506.0,557.0,18815.0,11.125
725,MO,F,442.0,213.0,210.0,274.0,259.0,14114.0,5.166666667
726,FL,M,1642.0,522.0,551.0,611.0,651.0,14056.0,4.913043478
727,CA,M,1483.0,306.0,333.0,382.0,416.0,17874.0,14.07692308
728,WI,F,940.0,428.0,465.0,452.0,495.0,16556.0,15.0
729,CA,F,2012.0,225.0,316.0,294.0,374.0,16165.0,10.0
730,NC,F,517.0,123.0,180.0,194.0,231.0,7025.0,12.0
731,CA,F,1773.0,292.0,306.0,346.0,367.0,14056.0,15.0
732,CA,M,946.0,382.0,436.0,465.0,524.0,18560.0,6.0
733,AZ,F,1149.0,563.0,566.0,598.0,606.0,18764.0,8.555555556
734,LA,M,729.0,407.0,444.0,448.0,483.0,13568.0,4.875
735,WA,F,770.0,327.0,358.0,331.0,377.0,16653.0,11.55555556
736,CA,M,770.0,456.0,516.0,531.0,589.0,21372.0,8.941176471
737,IL,F,1063.0,269.0,322.0,304.0,393.0,13817.0,10.0
738,LA,F,629.0,210.0,277.0,279.0,327.0,11405.0,9.5
739,TX,M,1247.0,555.0,617.0,672.0,718.0,14056.0,10.15384615
740,OR,F,807.0,351.0,388.0,377.0,420.0,16532.0,9.529411765
741,IN,F,679.0,236.0,247.0,304.0,328.0,6997.0,10.0
742,FL,M,1395.0,471.0,509.0,580.0,642.0,14056.0,20.875
743,TN,M,576.0,216.0,319.0,295.0,339.0,17149.0,17.625
744,IL,F,1355.0,496.0,567.0,593.0,670.0,14056.0,3.8
745,CA,F,770.0,445.0,470.0,535.0,572.0,14056.0,6.583333333
746,MO,F,638.0,470.0,483.0,488.0,521.0,15490.0,9.5
747,IL,M,359.0,88.0,218.0,159.0,329.0,10543.0,3.583333333
748,CA,F,1246.0,312.0,296.0,339.0,362.0,11851.0,7.5
749,NC,M,631.0,286.0,324.0,333.0,373.0,13818.0,10.0
