,_id,order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,geometria,producto,cantidad,opiniones
24,6207981ff1ffd716fe69d9ec,ORD322017,ID0591429491,2019-03-21,Nickolson,"('Candle Inferno', 1)",19250,48.55,-37.8182266,144.9651144,10,17373.55,Autumn,False,68.8892,one star was sent completely non functioning phone. microphone does not work.,False,"{'type': 'Point', 'coordinates': [144.9651144, -37.8182266]}",Candle Inferno,1,Poor
24,6207981ff1ffd716fe69d9ec,ORD322017,ID0591429491,2019-03-21,Nickolson,"('Alcon 10', 1)",19250,48.55,-37.8182266,144.9651144,10,17373.55,Autumn,False,68.8892,one star was sent completely non functioning phone. microphone does not work.,False,"{'type': 'Point', 'coordinates': [144.9651144, -37.8182266]}",Alcon 10,1,Poor
24,6207981ff1ffd716fe69d9ec,ORD322017,ID0591429491,2019-03-21,Nickolson,"('Lucent 330S', 1)",19250,48.55,-37.8182266,144.9651144,10,17373.55,Autumn,False,68.8892,one star was sent completely non functioning phone. microphone does not work.,False,"{'type': 'Point', 'coordinates': [144.9651144, -37.8182266]}",Lucent 330S,1,Poor
25,6207981ff1ffd716fe69dad4,ORD072308,ID0247417667,2019-04-13,Nickolson,"('iStream', 1)",1010,62.3,-37.8177896,144.9688707,0,1072.3,Autumn,False,0.1078,"tough love for my grandson this phone is built to survive. my grandson, a teen, needed a phone built to withstand his daily use. it arrived looking as if new. it set up easily. i am very pleased with its design.",True,"{'type': 'Point', 'coordinates': [144.9688707, -37.8177896]}",iStream,1,Neutral
25,6207981ff1ffd716fe69dad4,ORD072308,ID0247417667,2019-04-13,Nickolson,"('Candle Inferno', 2)",1010,62.3,-37.8177896,144.9688707,0,1072.3,Autumn,False,0.1078,"tough love for my grandson this phone is built to survive. my grandson, a teen, needed a phone built to withstand his daily use. it arrived looking as if new. it set up easily. i am very pleased with its design.",True,"{'type': 'Point', 'coordinates': [144.9688707, -37.8177896]}",Candle Inferno,2,Neutral
26,6207981ff1ffd716fe69daf3,ORD058244,ID6167254907,2019-07-07,Nickolson,"('Alcon 10', 2)",21350,73.14,-37.817686,144.9662605,15,18220.64,Winter,True,0.3065,five stars excellent,True,"{'type': 'Point', 'coordinates': [144.9662605, -37.817686]}",Alcon 10,2,Good
26,6207981ff1ffd716fe69daf3,ORD058244,ID6167254907,2019-07-07,Nickolson,"('Universe Note', 1)",21350,73.14,-37.817686,144.9662605,15,18220.64,Winter,True,0.3065,five stars excellent,True,"{'type': 'Point', 'coordinates': [144.9662605, -37.817686]}",Universe Note,1,Good
27,6207981ff1ffd716fe69d9b8,ORD005232,ID0247417091,2019-11-04,Nickolson,"('Lucent 330S', 1)",5905,95.22,-37.8179057,144.9706398,15,5114.47,Spring,True,0.1227,"excellent battery life quick sale and shipping. using it as a 32 gb mp3 player w/fm radio when i travel. excellent battery life, too. not too shabby for $5 @!! i'm happy. btw, it came with triple minutes, if i ever use it as a cellphone :)",True,"{'type': 'Point', 'coordinates': [144.9706398, -37.8179057]}",Lucent 330S,1,Good
27,6207981ff1ffd716fe69d9b8,ORD005232,ID0247417091,2019-11-04,Nickolson,"('Olivia x460', 1)",5905,95.22,-37.8179057,144.9706398,15,5114.47,Spring,True,0.1227,"excellent battery life quick sale and shipping. using it as a 32 gb mp3 player w/fm radio when i travel. excellent battery life, too. not too shabby for $5 @!! i'm happy. btw, it came with triple minutes, if i ever use it as a cellphone :)",True,"{'type': 'Point', 'coordinates': [144.9706398, -37.8179057]}",Olivia x460,1,Good
27,6207981ff1ffd716fe69d9b8,ORD005232,ID0247417091,2019-11-04,Nickolson,"('Universe Note', 1)",5905,95.22,-37.8179057,144.9706398,15,5114.47,Spring,True,0.1227,"excellent battery life quick sale and shipping. using it as a 32 gb mp3 player w/fm radio when i travel. excellent battery life, too. not too shabby for $5 @!! i'm happy. btw, it came with triple minutes, if i ever use it as a cellphone :)",True,"{'type': 'Point', 'coordinates': [144.9706398, -37.8179057]}",Universe Note,1,Good
28,6207981ff1ffd716fe69dab4,ORD475510,ID0247417082,2019-08-07,Nickolson,"('Alcon 10', 2)",386776,59.7,-37.817662,144.9704051,10,20174.7,Winter,True,0.1282,"i bought this phone to send to my sister in ... i bought this phone to send to my sister in venezuela. the phone did not work there and by the time i received it back to be returned, the returning window had expired and i am now stock with a product that i don't need here. impossible to communicate with digico.",False,"{'type': 'Point', 'coordinates': [144.9704051, -37.817662]}",Alcon 10,2,Poor
28,6207981ff1ffd716fe69dab4,ORD475510,ID0247417082,2019-08-07,Nickolson,"('iAssist Line', 2)",386776,59.7,-37.817662,144.9704051,10,20174.7,Winter,True,0.1282,"i bought this phone to send to my sister in ... i bought this phone to send to my sister in venezuela. the phone did not work there and by the time i received it back to be returned, the returning window had expired and i am now stock with a product that i don't need here. impossible to communicate with digico.",False,"{'type': 'Point', 'coordinates': [144.9704051, -37.817662]}",iAssist Line,2,Poor
29,6207981ff1ffd716fe69d9d1,ORD202296,ID0591427998,2019-09-14,Nickolson,"('Olivia x460', 1)",5545,74.21,-37.818926,144.9624821,0,5619.21,Spring,False,0.6227,olivia go phone. bought it for someone.very happy with it.,True,"{'type': 'Point', 'coordinates': [144.9624821, -37.818926]}",Olivia x460,1,Neutral
29,6207981ff1ffd716fe69d9d1,ORD202296,ID0591427998,2019-09-14,Nickolson,"('Toshika 750', 1)",5545,74.21,-37.818926,144.9624821,0,5619.21,Spring,False,0.6227,olivia go phone. bought it for someone.very happy with it.,True,"{'type': 'Point', 'coordinates': [144.9624821, -37.818926]}",Toshika 750,1,Neutral
30,6207981ff1ffd716fe69da63,ORD371242,ID0577518129,2019-01-24,Nickolson,"('iStream', 1)",2600,57.82,-37.823736,144.9761444,10,2397.82,Summer,False,0.8146,nogood nogood,True,"{'type': 'Point', 'coordinates': [144.9761444, -37.823736]}",iStream,1,Neutral
30,6207981ff1ffd716fe69da63,ORD371242,ID0577518129,2019-01-24,Nickolson,"('Olivia x460', 2)",2600,57.82,-37.823736,144.9761444,10,2397.82,Summer,False,0.8146,nogood nogood,True,"{'type': 'Point', 'coordinates': [144.9761444, -37.823736]}",Olivia x460,2,Neutral
31,6207981ff1ffd716fe69da85,ORD431829,ID0247417828,2019-01-08,Nickolson,"('Thunder line', 2)",6750,66.52,-37.8173149,144.9688801,5,6479.02,Summer,False,0.1542,i loved it it worked just fine,True,"{'type': 'Point', 'coordinates': [144.9688801, -37.8173149]}",Thunder line,2,Neutral
31,6207981ff1ffd716fe69da85,ORD431829,ID0247417828,2019-01-08,Nickolson,"('Candle Inferno', 2)",6750,66.52,-37.8173149,144.9688801,5,6479.02,Summer,False,0.1542,i loved it it worked just fine,True,"{'type': 'Point', 'coordinates': [144.9688801, -37.8173149]}",Candle Inferno,2,Neutral
31,6207981ff1ffd716fe69da85,ORD431829,ID0247417828,2019-01-08,Nickolson,"('Lucent 330S', 1)",6750,66.52,-37.8173149,144.9688801,5,6479.02,Summer,False,0.1542,i loved it it worked just fine,True,"{'type': 'Point', 'coordinates': [144.9688801, -37.8173149]}",Lucent 330S,1,Neutral
31,6207981ff1ffd716fe69da85,ORD431829,ID0247417828,2019-01-08,Nickolson,"('iStream', 2)",6750,66.52,-37.8173149,144.9688801,5,6479.02,Summer,False,0.1542,i loved it it worked just fine,True,"{'type': 'Point', 'coordinates': [144.9688801, -37.8173149]}",iStream,2,Neutral
32,6207981ff1ffd716fe69d9df,ORD058255,ID2700682442,2019-10-12,Nickolson,"('Thunder line', 1)",4630,76.93,-37.8233794,144.9766338,0,4706.93,Spring,False,0.8195,flip top phone i bought this for my sister who is enjoying it & uses it without problems.,True,"{'type': 'Point', 'coordinates': [144.9766338, -37.8233794]}",Thunder line,1,Poor
32,6207981ff1ffd716fe69d9df,ORD058255,ID2700682442,2019-10-12,Nickolson,"('Olivia x460', 2)",4630,76.93,-37.8233794,144.9766338,0,4706.93,Spring,False,0.8195,flip top phone i bought this for my sister who is enjoying it & uses it without problems.,True,"{'type': 'Point', 'coordinates': [144.9766338, -37.8233794]}",Olivia x460,2,Poor
33,6207981ff1ffd716fe69da4c,ORD229308,ID0616938658,2019-09-14,Nickolson,"('Candle Inferno', 2)",7490,101.29,-37.8190572,144.9614507,10,6842.29,Spring,True,0.7142,love it love it,True,"{'type': 'Point', 'coordinates': [144.9614507, -37.8190572]}",Candle Inferno,2,Neutral
33,6207981ff1ffd716fe69da4c,ORD229308,ID0616938658,2019-09-14,Nickolson,"('Thunder line', 1)",7490,101.29,-37.8190572,144.9614507,10,6842.29,Spring,True,0.7142,love it love it,True,"{'type': 'Point', 'coordinates': [144.9614507, -37.8190572]}",Thunder line,1,Neutral
33,6207981ff1ffd716fe69da4c,ORD229308,ID0616938658,2019-09-14,Nickolson,"('iAssist Line', 2)",7490,101.29,-37.8190572,144.9614507,10,6842.29,Spring,True,0.7142,love it love it,True,"{'type': 'Point', 'coordinates': [144.9614507, -37.8190572]}",iAssist Line,2,Neutral
34,6207981ff1ffd716fe69db17,ORD151721,ID2189273817,2019-01-21,Nickolson,"('Universe Note', 1)",18860,72.75,-37.819329,144.9611237,10,17046.75,Summer,False,0.7455,five stars good phone,True,"{'type': 'Point', 'coordinates': [144.9611237, -37.819329]}",Universe Note,1,Good
34,6207981ff1ffd716fe69db17,ORD151721,ID2189273817,2019-01-21,Nickolson,"('iStream', 1)",18860,72.75,-37.819329,144.9611237,10,17046.75,Summer,False,0.7455,five stars good phone,True,"{'type': 'Point', 'coordinates': [144.9611237, -37.819329]}",iStream,1,Good
34,6207981ff1ffd716fe69db17,ORD151721,ID2189273817,2019-01-21,Nickolson,"('pearTV', 1)",18860,72.75,-37.819329,144.9611237,10,17046.75,Summer,False,0.7455,five stars good phone,True,"{'type': 'Point', 'coordinates': [144.9611237, -37.819329]}",pearTV,1,Good
34,6207981ff1ffd716fe69db17,ORD151721,ID2189273817,2019-01-21,Nickolson,"('Alcon 10', 1)",18860,72.75,-37.819329,144.9611237,10,17046.75,Summer,False,0.7455,five stars good phone,True,"{'type': 'Point', 'coordinates': [144.9611237, -37.819329]}",Alcon 10,1,Good
35,6207981ff1ffd716fe69da3e,ORD118137,ID0591408731,2019-01-21,Nickolson,"('pearTV', 2)",15070,72.28,-37.8192236,144.9611303,25,11374.78,Summer,False,0.7438,great phone! the product arrived on time and in great condition. it was almost like it was brand new. software works fine and i'm loving the battery life. the new updates are definitely worth the purchase. glad i bought it.,True,"{'type': 'Point', 'coordinates': [144.9611303, -37.8192236]}",pearTV,2,Good
35,6207981ff1ffd716fe69da3e,ORD118137,ID0591408731,2019-01-21,Nickolson,"('Olivia x460', 2)",15070,72.28,-37.8192236,144.9611303,25,11374.78,Summer,False,0.7438,great phone! the product arrived on time and in great condition. it was almost like it was brand new. software works fine and i'm loving the battery life. the new updates are definitely worth the purchase. glad i bought it.,True,"{'type': 'Point', 'coordinates': [144.9611303, -37.8192236]}",Olivia x460,2,Good
36,6207981ff1ffd716fe69db52,ORD420807,ID4520380552,2019-01-28,Nickolson,"('iAssist Line', 2)",8630,91.54,-37.8192474,144.9610481,10,7858.54,Summer,True,0.7512,convinced me to switch to alcon from olivia universe excellent product,True,"{'type': 'Point', 'coordinates': [144.9610481, -37.8192474]}",iAssist Line,2,Good
36,6207981ff1ffd716fe69db52,ORD420807,ID4520380552,2019-01-28,Nickolson,"('Candle Inferno', 1)",8630,91.54,-37.8192474,144.9610481,10,7858.54,Summer,True,0.7512,convinced me to switch to alcon from olivia universe excellent product,True,"{'type': 'Point', 'coordinates': [144.9610481, -37.8192474]}",Candle Inferno,1,Good
36,6207981ff1ffd716fe69db52,ORD420807,ID4520380552,2019-01-28,Nickolson,"('iStream', 2)",8630,91.54,-37.8192474,144.9610481,10,7858.54,Summer,True,0.7512,convinced me to switch to alcon from olivia universe excellent product,True,"{'type': 'Point', 'coordinates': [144.9610481, -37.8192474]}",iStream,2,Good
36,6207981ff1ffd716fe69db52,ORD420807,ID4520380552,2019-01-28,Nickolson,"('Universe Note', 1)",8630,91.54,-37.8192474,144.9610481,10,7858.54,Summer,True,0.7512,convinced me to switch to alcon from olivia universe excellent product,True,"{'type': 'Point', 'coordinates': [144.9610481, -37.8192474]}",Universe Note,1,Good
37,6207981ff1ffd716fe69da03,ORD481651,ID0126934535,2019-01-16,Nickolson,"('Alcon 10', 2)",23880,90.62,-37.8165753,144.9666375,15,20388.62,Summer,True,0.3409,i love it. it does everything,True,"{'type': 'Point', 'coordinates': [144.9666375, -37.8165753]}",Alcon 10,2,Neutral
37,6207981ff1ffd716fe69da03,ORD481651,ID0126934535,2019-01-16,Nickolson,"('Candle Inferno', 1)",23880,90.62,-37.8165753,144.9666375,15,20388.62,Summer,True,0.3409,i love it. it does everything,True,"{'type': 'Point', 'coordinates': [144.9666375, -37.8165753]}",Candle Inferno,1,Neutral
37,6207981ff1ffd716fe69da03,ORD481651,ID0126934535,2019-01-16,Nickolson,"('Toshika 750', 1)",23880,90.62,-37.8165753,144.9666375,15,20388.62,Summer,True,0.3409,i love it. it does everything,True,"{'type': 'Point', 'coordinates': [144.9666375, -37.8165753]}",Toshika 750,1,Neutral
37,6207981ff1ffd716fe69da03,ORD481651,ID0126934535,2019-01-16,Nickolson,"('Lucent 330S', 1)",23880,90.62,-37.8165753,144.9666375,15,20388.62,Summer,True,0.3409,i love it. it does everything,True,"{'type': 'Point', 'coordinates': [144.9666375, -37.8165753]}",Lucent 330S,1,Neutral
38,6207981ff1ffd716fe69d9c8,ORD137495,ID5402876165,2019-02-21,Nickolson,"('pearTV', 2)",19430,74.08,-37.8176138,144.9730313,25,14646.58,Autumn,True,0.325,sad. google maps takes 5 minutes to load. with the fastest chip on board and latest updates for phone i figured would be faster. nope. sad.,False,"{'type': 'Point', 'coordinates': [144.9730313, -37.8176138]}",pearTV,2,Poor
38,6207981ff1ffd716fe69d9c8,ORD137495,ID5402876165,2019-02-21,Nickolson,"('Olivia x460', 2)",19430,74.08,-37.8176138,144.9730313,25,14646.58,Autumn,True,0.325,sad. google maps takes 5 minutes to load. with the fastest chip on board and latest updates for phone i figured would be faster. nope. sad.,False,"{'type': 'Point', 'coordinates': [144.9730313, -37.8176138]}",Olivia x460,2,Poor
38,6207981ff1ffd716fe69d9c8,ORD137495,ID5402876165,2019-02-21,Nickolson,"('Thunder line', 2)",19430,74.08,-37.8176138,144.9730313,25,14646.58,Autumn,True,0.325,sad. google maps takes 5 minutes to load. with the fastest chip on board and latest updates for phone i figured would be faster. nope. sad.,False,"{'type': 'Point', 'coordinates': [144.9730313, -37.8176138]}",Thunder line,2,Poor
39,6207981ff1ffd716fe69d9fc,ORD230243,ID6167489485,2019-10-25,Nickolson,"('Alcon 10', 2)",21210,60.61,-37.8178333,144.9621506,0,21270.61,Spring,False,0.869,broke with a black screen in 12 days i have just received the pixel 3a on june 7 and june 19th the phone broke and the screen is black. i am on a business trip out of town without a phone. how unreliable this phone is. i am wondering if it was even a new phone. it is such a hassle and very disappointed with the quality of merchandise i received.,False,"{'type': 'Point', 'coordinates': [144.9621506, -37.8178333]}",Alcon 10,2,Neutral
39,6207981ff1ffd716fe69d9fc,ORD230243,ID6167489485,2019-10-25,Nickolson,"('Candle Inferno', 2)",21210,60.61,-37.8178333,144.9621506,0,21270.61,Spring,False,0.869,broke with a black screen in 12 days i have just received the pixel 3a on june 7 and june 19th the phone broke and the screen is black. i am on a business trip out of town without a phone. how unreliable this phone is. i am wondering if it was even a new phone. it is such a hassle and very disappointed with the quality of merchandise i received.,False,"{'type': 'Point', 'coordinates': [144.9621506, -37.8178333]}",Candle Inferno,2,Neutral
39,6207981ff1ffd716fe69d9fc,ORD230243,ID6167489485,2019-10-25,Nickolson,"('Olivia x460', 2)",21210,60.61,-37.8178333,144.9621506,0,21270.61,Spring,False,0.869,broke with a black screen in 12 days i have just received the pixel 3a on june 7 and june 19th the phone broke and the screen is black. i am on a business trip out of town without a phone. how unreliable this phone is. i am wondering if it was even a new phone. it is such a hassle and very disappointed with the quality of merchandise i received.,False,"{'type': 'Point', 'coordinates': [144.9621506, -37.8178333]}",Olivia x460,2,Neutral
40,6207981ff1ffd716fe69db56,ORD334485,ID5402876541,2019-01-18,Nickolson,"('Candle Inferno', 2)",5220,72.31,-37.821015,144.9771755,10,4770.31,Summer,False,0.7225,great phone for a great price just received and set up phone on 7/27. so far the phone is as expected. very pleased with my purchase,True,"{'type': 'Point', 'coordinates': [144.9771755, -37.821015]}",Candle Inferno,2,Good
40,6207981ff1ffd716fe69db56,ORD334485,ID5402876541,2019-01-18,Nickolson,"('Thunder line', 2)",5220,72.31,-37.821015,144.9771755,10,4770.31,Summer,False,0.7225,great phone for a great price just received and set up phone on 7/27. so far the phone is as expected. very pleased with my purchase,True,"{'type': 'Point', 'coordinates': [144.9771755, -37.821015]}",Thunder line,2,Good
