fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,prc_habita,prc_plazas,longitud,latitud,geohash,utm_x,utm_y
"71",HOTEL HOTELITO DEL GOLFO,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES708,Lanzarote,ES708B9,Resto de Lanzarote,ES708B9,Resto de Lanzarote,"35034",Yaiza,"AVENIDA MARITIMA, 6",Menor de 50 habitaciones,Menor de 100 plazas,-13.82968681,28.981211714,etnhv7cebc,614013.27,3206468.27
"72",PENSION NEPTUNO,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE COLOMBIA, 4",Menor de 50 habitaciones,Menor de 100 plazas,-15.4387913,28.135589148,etj009vvdj,456910.82,3112300.23
"73",HOTEL LA COLOMBINA,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,"CALLE RUIZ DE PADRON, 83",Menor de 50 habitaciones,Menor de 100 plazas,-17.11316713,28.093827756,esgzfd6d6m,292381.94,3109399.73
"74",HOTEL FINCA EL CABRITO (LILI GOMERA),ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38036",San Sebastián de La Gomera,"CALLE EL CABRITO, S/N.",Menor de 50 habitaciones,Menor de 100 plazas,-17.14440712,28.064510359,esgz9ugzd7,289254.56,3106204.52
"75",PENSION LA CUBANA,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38037",Santa Cruz de La Palma,"CALLE O´DALY, 24",Menor de 50 habitaciones,Menor de 100 plazas,-17.76575798,28.682174558,et575trmgb,229738.44,3175906.38
"76",BLUE SEA COSTA BASTIAN,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B1,Costa Teguise,ES708B12,Costa Teguise: Litoral,"35024",Teguise,"AVENIDA DE LAS PALMERAS, 20",De 150 a 299 habitaciones,De 350 a 649 plazas,-13.5050297,28.991901481,etnkutvfjf,645630.18,3208009.36
"77",HOTEL VOLCAN LANZAROTE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Playa Blanca: Rubicón - Papagayo,"35034",Yaiza,"CALLE EL CASTILLO,1",De 150 a 299 habitaciones,De 350 a 649 plazas,-13.81153109,28.85788086,etnhjtqtrf,615919.25,3192820.5
"78",HOTEL BARLOVENTO,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,"URBANIZACIÓN CAÑADA DEL RIO,COSTA-CALMA",De 150 a 299 habitaciones,650 o más plazas,-14.22080506,28.165808541,etjbhrktxp,576496.14,3115815.59
"79",HOTEL PRINCESA YAIZA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B32,Playa Blanca: Playa Blanca,"35034",Yaiza,"AVENIDA PAPAGAYO, S/N.",300 o más habitaciones,650 o más plazas,-13.82319334,28.864195152,etnhjqw605,614774.73,3193508.8
"80",HOTEL H10 RUBICON PALACE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,"CALLE PARC. 100, URBANIZACIÓN. MONTAÑA ROJA",300 o más habitaciones,650 o más plazas,-13.85727886,28.862804557,etnhhwm6jb,611451.59,3193322.23
"81",HIPOTELS NATURA PALACE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,"CALLE LANZAROTE, S/N.",De 150 a 299 habitaciones,De 350 a 649 plazas,-13.85213967,28.862832739,etnhhy34jv,611952.83,3193330.19
"82",HOTEL XQ EL PALACETE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B41,Morro Jable: Morro Jable,"35015",Pájara,"CALLE EL ACANTILADO, S/N.",De 50 a 149 habitaciones,De 100 a 349 plazas,-14.35017846,28.049588629,esvz96q88w,563863.59,3102865.88
"83",HOSTAL ROQUEMAR,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES704,Fuerteventura,ES704B9,Resto de Fuerteventura,ES704B9,Resto de Fuerteventura,"35017",Puerto del Rosario,"CALLE RUPERTO GONZÁLEZ NEGRÍN, 1",Menor de 50 habitaciones,Menor de 100 plazas,-13.85817181,28.498746441,etn4hshc1p,611750.34,3152984.43
"84",PENSION TAMASITE,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES704,Fuerteventura,ES704B9,Resto de Fuerteventura,ES704B9,Resto de Fuerteventura,"35017",Puerto del Rosario,"CALLE LEÓN Y CASTILLO, 9",Menor de 50 habitaciones,Menor de 100 plazas,-13.85906261,28.498709606,etn4hsh1h2,611663.19,3152979.52
"85",HL CLUB PLAYA BLANCA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,CARRETERA FARO DE PECHIGUERA S/N,De 150 a 299 habitaciones,De 350 a 649 plazas,-13.83459805,28.867868904,etnhjpjzw8,613658.34,3193904.88
"86",HOSTAL BERLIN,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38023",La Laguna,"CALLE MARCELINO PERDOMO REYES, 1",Menor de 50 habitaciones,Menor de 100 plazas,-16.32410105,28.483911414,eth6h934uc,370390.93,3151523.93
"87",HOTEL PLAYAMAR,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38049",Valle Gran Rey,"PASEO LAS PALMERAS, 7",Menor de 50 habitaciones,Menor de 100 plazas,-17.34289099,28.095044243,esgxv6e33r,269807.53,3109948.2
"88",HOTEL SONIA,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38050",Vallehermoso,PLAZA CHIPUDE,Menor de 50 habitaciones,Menor de 100 plazas,-17.28191572,28.10957218,esgxytpwnh,275830.46,3111444.31
"89",HOTEL ALDIANA FUERTEVENTURA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B43,Morro Jable: Esquinzo - Butihondo,"35015",Pájara,"CARRETERA DEL SUR, KM. 50",300 o más habitaciones,650 o más plazas,-14.31626714,28.059521617,esvzdhp4wc,567190.26,3103984.5
"90",PENSIÓN CASA  AMAYA,ALOJAMIENTOS,H1,5510_L1,Hotel,"1",1 Estrella,ES706,La Gomera,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38050",Vallehermoso,"PLAZA DE LA CONSTITUCIÓN, 2",Menor de 50 habitaciones,Menor de 100 plazas,-17.26649777,28.179178005,et58r1fgt7,277489.54,3119130.09
"91",GRAN HOTEL VILLA DEL CONDE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B31,Meloneras,"35019",San Bartolomé de Tirajana,"CALLE MAR MEDITERRÁNEO , 7",300 o más habitaciones,650 o más plazas,-15.60562095,27.742650974,esuvufkkds,440312.32,3068841.88
"92",HOTEL IBEROSTAR PLAYA GAVIOTAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B4,Morro Jable,ES704B43,Morro Jable: Esquinzo - Butihondo,"35015",Pájara,"CALLE LAS GAVIOTAS. PASAJE PLAYA, 2",300 o más habitaciones,650 o más plazas,-14.31926121,28.056688428,esvzd5t411,566897.78,3103668.99
"93",HOTEL ELBA SARA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,"URBANIZACIÓN FUERTEV. GOLF RESORT, CTRA SUR KM 11",De 150 a 299 habitaciones,De 350 a 649 plazas,-13.86563654,28.384151439,etn1krpmem,611139.45,3140281.04
"94",SECRETS BAHÍA REAL RESORT & SPA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,"AVENIDA GRANDES PLAYAS, 103",De 150 a 299 habitaciones,De 350 a 649 plazas,-13.85551019,28.728286665,etn5ktydrh,611767.53,3178419.31
"95",HOTEL AVENIDA DE CANARIAS,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES705,Gran Canaria,ES705B9,Resto de Gran Canaria,ES705B9,Resto de Gran Canaria,"35022",Santa Lucía de Tirajana,AVENIDA CANARIAS 264,De 50 a 149 habitaciones,Menor de 100 plazas,-15.44260586,27.848932547,esvn2tepc1,456421.09,3080546.67
"96",HOTEL BE LIVE COSTA LOS GIGANTES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B4,Isora,ES709B42,Puerto Santiago,"38040",Santiago del Teide,"CALLE JUAN MANUEL CAPDEVIELLE , 8",300 o más habitaciones,650 o más plazas,-16.83699851,28.233926893,eth08ggdt3,319756.04,3124483.32
"97",HOTEL GRAN TACANDE COSTA ADEJE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,CALLE WALTER PAETZMANN S/N,De 150 a 299 habitaciones,De 350 a 649 plazas,-16.73984344,28.09185846,esupg1fqvm,329064.76,3108600.41
"98",APARTHOTEL ISABEL FAMILY,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA DE MOSCU, 2",300 o más habitaciones,650 o más plazas,-16.73419473,28.091233456,esupg1ye31,329618.84,3108523.23
"99",HOTEL SECRETS LANZAROTE RESORT & SPA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B34,Puerto Calero,"35034",Yaiza,"URBANIZACIÓN CORTIJO VIEJO, S/N.",300 o más habitaciones,650 o más plazas,-13.7110555,28.917109041,etnhxbpym7,625648.82,3199485.54
"100",HOTEL ASTORIA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE FERNANDO GUANARTEME, 54",De 150 a 299 habitaciones,De 100 a 349 plazas,-15.43780245,28.135074793,etj009yd9n,457007.72,3112242.9
"101",HOTEL COSTA CALERO,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B34,Puerto Calero,"35034",Yaiza,URBANIZACIÓN PUERTO CALERO,300 o más habitaciones,650 o más plazas,-13.70593787,28.918878823,etnk80e8sm,626145.6,3199687.08
"102",CLUB HOTEL DRAGO PARK,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,"CALLE PUNTA PESEBRES, 5",De 150 a 299 habitaciones,De 350 a 649 plazas,-14.22342183,28.173320094,etjbk2fc6p,576233.91,3116646.1
"103",HOTEL RIO CALMA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,"URBANIZACIÓN EL GRANILLO - CALLE ARTISTAS CANARIOS, Nº 8",300 o más habitaciones,650 o más plazas,-14.20947431,28.167730454,etjbhxubzm,577607.17,3116035.7
"104",APARTAMENTOS OASIS DUNA,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES704,Fuerteventura,ES704B2,Corralejo - El Cotillo,ES704B21,Corralejo,"35014",La Oliva,CALLE GRAN CANARIA 3 - AVENIDA MAXORATA 2,80 o más apartamentos,260 o más plazas,-13.86904839,28.729290389,etn5kqhb5x,610444.28,3178517.9
"105",HOTEL PAJARA BEACH,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,CALLE PUNTA DEL ROQUITO S/N,300 o más habitaciones,650 o más plazas,-14.23274513,28.150174565,etjbhhs49h,575334.85,3114076.14
"106",HOTEL RIU VISTAMAR,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,AVENIDA DE LA CORNISA S/N,300 o más habitaciones,650 o más plazas,-15.72181643,27.78828447,esuy44xwrp,428889.89,3073958.75
"107",HOTEL RIU GRAN CANARIA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B31,Meloneras,"35019",San Bartolomé de Tirajana,URBANIZACIÓN LAS MELONERAS S/N,300 o más habitaciones,650 o más plazas,-15.6045127,27.741001559,esuvufj5h3,440420.65,3068658.63
"108",HOTEL BE LIVE LA NIÑA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,AVENIDA DE ESPAÑA S/N - URBANIZACIÓN SAN EUGENIO,De 150 a 299 habitaciones,De 350 a 649 plazas,-16.73222064,28.080480989,esupepzuxj,329795.86,3107329.04
"109",HOTEL SHERATON LA CALETA RESORT & SPA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,CALLE LA ENRAMADA POLIGONO 9,De 150 a 299 habitaciones,650 o más plazas,-16.74850161,28.095701142,esupffsj7d,328220.09,3109038.4
"110",HOTEL LAS MADRIGUERAS,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B22,Las Américas - Arona,"38006",Arona,GOLF LAS AMÉRICAS,De 50 a 149 habitaciones,De 100 a 349 plazas,-16.71407814,28.062323879,esupest4vu,331550.47,3105291.91
"111",HOTEL ELBA LANZAROTE ROYAL VILLAGE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B31,Playa Blanca: Montaña Roja,"35034",Yaiza,CARRETERA. FARO PECHIGUERA 1,300 o más habitaciones,650 o más plazas,-13.83835316,28.865811272,etnhjng5wc,613294.32,3193673.3
"112",HOTEL AC IBERIA LAS PALMAS,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B9,Resto de Gran Canaria,ES705B9,Resto de Gran Canaria,"35016",Las Palmas de Gran Canaria,"AVENIDA ALCALDE R. BETHENCOURT, 8",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.41736441,28.112414702,esvpcjtqtm,459006.14,3109725.58
"113",RITZ CARLTON ABAMA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38019",Guía de Isora,CARRETERA GENERAL TF-47 KM 9,300 o más habitaciones,650 o más plazas,-16.79944751,28.171036353,eth038rh0t,323337.71,3117459.15
"114",HOTEL CHATUR PLAYA REAL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,"AVENIDA MOSCU, 111",De 150 a 299 habitaciones,De 100 a 349 plazas,-16.7313945,28.09172567,esupg3bw4m,329894.78,3108573.85
"115",HOTEL BAHIA FLAMINGO,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B4,Isora,ES709B42,Puerto Santiago,"38019",Guía de Isora,"AVENIDA LA GAVIOTA, 3",De 50 a 149 habitaciones,De 100 a 349 plazas,-16.83856488,28.22670508,eth08fd82z,319590.17,3123685.4
"116",ELBA CASTILLO SAN JORGE & ANTIGUA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,"CALLE FRANCHY ROCA, S/N - URBANIZACIÓN EL CASTILLO",De 150 a 299 habitaciones,650 o más plazas,-13.85330386,28.399358111,etn1scbq68,612331.8,3141977.28
"117","APARTHOTEL TERRAZA MAR, SUN SUITE Y ROYAL",ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,AVENIDA DE LAS PALMERAS S/N,300 o más habitaciones,De 350 a 649 plazas,-15.70856099,27.794100229,esuy4ec27g,430199.51,3074595.4
"118",HOTEL OCEAN VIEW,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B2,Las Américas - Los Cristianos,ES709B21,Las Américas - Adeje,"38001",Adeje,"AVDA. LOS PUEBLOS, S/N.",De 50 a 149 habitaciones,De 100 a 349 plazas,-16.72930779,28.071005228,esupeq4j6y,330067.2,3106275.01
"119",HOTEL FLAMINGO BEACH MATE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B14,Costa Adeje,"38001",Adeje,AVENIDA ESPAÑA 3,De 50 a 149 habitaciones,De 100 a 349 plazas,-16.73409279,28.079103698,esupepwsek,329609.7,3107179.05
"120",HOTEL TAGORO COSTA ADEJE,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B15,Torviscas - Fañabé Alto,"38001",Adeje,"CALLE GALICIA, 3",De 150 a 299 habitaciones,De 350 a 649 plazas,-16.72678117,28.087608645,esupg35yjt,330341.63,3108111.22
"121",HOTEL VINCCI LA PLANTACION DEL SUR,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,CALLE ROQUE NUBLO 1,De 150 a 299 habitaciones,De 100 a 349 plazas,-16.74269195,28.094489678,esupg42q70,328789.03,3108895.97
"122",APARTAMENTOS LAS CASITAS,ALOJAMIENTOS,A1,5510_L6,Apartamentos,"1",1 Estrella,ES703,El Hierro,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38013",Frontera,CARRETERA GENERAL LAS PUNTAS 30,Menor de 20 apartamentos,Menor de 50 plazas,-17.99077045,27.792620942,esgnne7xb8,205302.7,3077818.69
"123",HOTEL VALENCIA,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE VALENCIA, 64",Menor de 50 habitaciones,Menor de 100 plazas,-15.43205091,28.133480555,etj00cd9rh,457571.9,3112064.27
"124",APARTAMENTOS VISTA HERMOSA I,ALOJAMIENTOS,A3,5510_L6,Apartamentos,"3",3 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38045",Tazacorte,CARRETERA LAS ANGUSTIAS,Menor de 20 apartamentos,Menor de 50 plazas,-17.93407271,28.666922653,et55pfsucv,213242.06,3174608.63
"125",HOTEL BENAHOARE,ALOJAMIENTOS,H2,5510_L1,Hotel,"2",2 Estrellas,ES707,La Palma,ES700B9,Islas de Canarias sin entidades turísticas,ES700B99,Islas de Canarias sin núcleos turísticos,"38024",Los Llanos de Aridane,"CALLE LAS ADELFAS, 12",Menor de 50 habitaciones,Menor de 100 plazas,-17.9107758,28.656676344,et5702vc0x,215492.32,3173416.9
"126",HOTEL SPA VILLALBA,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38052",Vilaflor de Chasna,"CALLE SAN ROQUE, S/N",Menor de 50 habitaciones,Menor de 100 plazas,-16.64236261,28.160297526,eth0jq3msg,338746.02,3116050.47
"127",HOTEL SHERATON FUERTEVENTURA GOLF AND SPA RESORT,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES704,Fuerteventura,ES704B1,Caleta de Fuste,ES704B11,Caleta de Fuste,"35003",Antigua,"CARRETERA FUERTEVENTURA 2, KM 11 - URBANIZACIÓN. FUERTEVENTURA GOLF RESORT",De 150 a 299 habitaciones,De 350 a 649 plazas,-13.86332305,28.389893604,etn1s81p15,611360.13,3140919.37
"128",HOTEL ROYAL GARDEN VILLAS,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,"CALLE ALCOJORA S/N, CAMPO DE GOLF COSTA ADEJE",Menor de 50 habitaciones,Menor de 100 plazas,-16.74810697,28.112883088,esupfvu3kv,328286.24,3110941.7
"129",HOTEL SANDOS PAPAGAYO BEACH & RESORT,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Playa Blanca: Rubicón - Papagayo,"35034",Yaiza,"CALLE ACACIAS, 6",300 o más habitaciones,650 o más plazas,-13.79794565,28.859245954,etnhnj8tk9,617242.9,3192985.1
"130",HOTEL PALM OASIS,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B32,Sonnenland,"35019",San Bartolomé de Tirajana,CALLE EINSTEIN S/N - PARCELA 34,De 150 a 299 habitaciones,De 350 a 649 plazas,-15.59960473,27.765345639,esuvvn88yg,440917.52,3071352.97
"131",HOTEL NH TENERIFE,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38038",Santa Cruz de Tenerife,CALLE CANDELARIA ESQUINA DOCTOR ALLART,De 50 a 149 habitaciones,De 100 a 349 plazas,-16.24849635,28.466220241,eth3yq05y8,377771.76,3149484.54
"132",HOTEL MARINA SUITES,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,"35012",Mogán,"CALLE JUAN DÍAZ RODRÍGUEZ, 10",De 150 a 299 habitaciones,De 350 a 649 plazas,-15.70937638,27.781568664,esuy492z2g,430111.17,3073207.66
"133",HOTEL LUZ DEL MAR,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38042",Los Silos,"AVENIDA SIBORA, 10",Menor de 50 habitaciones,De 100 a 349 plazas,-16.81192199,28.374520323,eth13mmvtc,322450.66,3140025.5
"134",HOTEL CRISTINA LAS PALMAS,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B2,Las Canteras,ES705B21,Las Canteras,"35016",Las Palmas de Gran Canaria,"CALLE GOMERA, 6",300 o más habitaciones,De 350 a 649 plazas,-15.43058695,28.144622188,etj00gef33,457720.04,3113298.02
"135",HOTEL JARDÍN DE LA PAZ,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38025",La Matanza de Acentejo,CALLE DE ACENTEJO 48 - 52,Menor de 50 habitaciones,Menor de 100 plazas,-16.46220252,28.453388414,eth3c7u94b,356830.24,3148298.71
"136",HOTEL H10 TINDAYA,ALOJAMIENTOS,H3,5510_L1,Hotel,"3",3 Estrellas,ES704,Fuerteventura,ES704B3,Costa Calma,ES704B31,Costa Calma,"35015",Pájara,"CALLE PUNTA DEL ROQUITO, S/N",300 o más habitaciones,650 o más plazas,-14.23049211,28.152577279,etjbhjj8ts,575554.39,3114343.72
"137",HOTEL H10 PLAYA MELONERAS PALACE,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES705,Gran Canaria,ES705B3,Maspalomas,ES705B31,Meloneras,"35019",San Bartolomé de Tirajana,"CALLE MAR CASPIO, 5",300 o más habitaciones,650 o más plazas,-15.61062817,27.746622837,esuvug0evc,439821,3069284.3
"138",HOTEL GRAN MELIA PALACIO DE ISORA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B9,Resto de Tenerife,ES709B9,Resto de Tenerife,"38019",Guía de Isora,URBANIZACIÓN LA JAQUITA S/N,300 o más habitaciones,650 o más plazas,-16.83224023,28.204493197,eth02yrph6,320173.67,3121214.69
"139",HOTEL IBEROSTAR GRAND HOTEL EL MIRADOR,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES709,Tenerife,ES709B1,Adeje turístico,ES709B13,Playa de El Duque,"38001",Adeje,AVENIDA DE BRUSELAS S/N,De 50 a 149 habitaciones,De 100 a 349 plazas,-16.74433356,28.092776384,esupffphk9,328625,3108708.44
"140",HOTEL GLORIA PALACE ROYAL,ALOJAMIENTOS,H4,5510_L1,Hotel,"4",4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,"35012",Mogán,CALLE TAMARA 1,De 150 a 299 habitaciones,De 350 a 649 plazas,-15.72235592,27.79239876,esuy45rq6w,428839.42,3074414.83
"141",HOTEL GRAN TAGORO PLAYA BLANCA,ALOJAMIENTOS,H5,5510_L1,Hotel,"5",5 Estrellas,ES708,Lanzarote,ES708B3,Playa Blanca - Puerto Calero,ES708B33,Playa Blanca: Rubicón - Papagayo,"35034",Yaiza,CALLE HOYA DE AFRE S/N,300 o más habitaciones,650 o más plazas,-13.80080225,28.860352148,etnhjvye9z,616963.02,3193104.85
